Date,Open,High,Low,Close,Adj Close,Volume
2022-06-08,45.154999,47.459999,42.849998,43.349998,43.349998,6034300
2022-06-09,44.090000,44.500000,38.810001,39.669998,39.669998,8168900
2022-06-10,38.695000,39.730000,36.349998,37.490002,37.490002,6874500
2022-06-13,34.650002,35.919998,32.480000,33.610001,33.610001,7887700
2022-06-14,34.099998,35.639999,33.354000,34.270000,34.270000,5108600
2022-06-15,34.700001,36.349998,33.599998,34.990002,34.990002,5933900
2022-06-16,33.185001,33.709000,30.610001,32.080002,32.080002,6175200
2022-06-17,32.189999,35.299999,32.150002,35.139999,35.139999,5901900
2022-06-21,36.799999,39.680000,36.310001,38.230000,38.230000,6189500
2022-06-22,36.939999,39.290001,35.779999,36.049999,36.049999,4338500
2022-06-23,36.799999,38.915001,35.720001,38.740002,38.740002,4707100
2022-06-24,39.720001,41.299999,38.799999,40.950001,40.950001,7497000
2022-06-27,40.840000,41.200001,37.650002,38.779999,38.779999,4753300
2022-06-28,38.860001,39.279999,35.369999,35.849998,35.849998,4752800
2022-06-29,31.490000,34.240002,31.400000,32.189999,32.189999,9706200
2022-06-30,31.070000,32.110001,29.889999,31.620001,31.620001,5781600
2022-07-01,32.060001,33.369999,31.270000,32.820000,32.820000,4344600
2022-07-05,32.380001,35.480000,30.950001,35.459999,35.459999,5190600
2022-07-06,34.959999,36.250000,32.650002,33.090000,33.090000,5702400
2022-07-07,33.400002,34.400002,32.119999,33.740002,33.740002,9352100
2022-07-08,26.830000,27.610001,26.000000,27.090000,27.090000,28769300
2022-07-11,25.950001,28.629999,25.910000,27.030001,27.030001,13419800
2022-07-12,26.799999,27.330000,25.510000,26.600000,26.600000,7623400
2022-07-13,25.440001,26.010000,24.820000,25.129999,25.129999,9059000
2022-07-14,24.930000,25.250000,23.780001,24.180000,24.180000,5940600
2022-07-15,24.570000,26.379999,24.170000,25.730000,25.730000,6529100
2022-07-18,26.480000,28.629999,26.080000,26.100000,26.100000,6760800
2022-07-19,27.629999,28.730000,26.260000,28.290001,28.290001,6853200
2022-07-20,28.299999,31.200001,28.100000,28.680000,28.680000,9280400
2022-07-21,28.680000,29.289000,27.000000,28.450001,28.450001,7444100
2022-07-22,28.129999,28.309999,25.549999,26.030001,26.030001,5431500
2022-07-25,25.900000,26.025000,24.500000,24.600000,24.600000,5095800
2022-07-26,23.900000,24.100000,22.416000,22.660000,22.660000,6510600
2022-07-27,23.280001,25.209999,22.760000,24.770000,24.770000,6911200
2022-07-28,24.459999,25.209999,23.100000,24.370001,24.370001,6808200
2022-07-29,24.129999,24.770000,23.620001,24.330000,24.330000,3907600
2022-08-01,24.030001,24.570000,23.170000,23.940001,23.940001,5652100
2022-08-02,23.340000,26.700001,23.280001,25.440001,25.440001,10618700
2022-08-03,26.670000,30.420000,26.410000,29.059999,29.059999,12024300
2022-08-04,28.980000,30.879999,27.730000,28.330000,28.330000,7733100
2022-08-05,27.405001,30.370001,26.830000,29.600000,29.600000,11041200
2022-08-08,31.209999,34.990002,31.059999,32.270000,32.270000,23752000
2022-08-09,28.240000,33.490002,27.520000,28.450001,28.450001,21850400
2022-08-10,29.955000,33.914001,28.510000,33.500000,33.500000,18630100
2022-08-11,34.375000,35.459999,30.930000,31.709999,31.709999,12420100
2022-08-12,32.369999,35.186001,31.719999,34.759998,34.759998,8940700
2022-08-15,33.950001,35.287998,32.340000,33.080002,33.080002,7882100
2022-08-16,32.930000,37.669998,30.780001,36.279999,36.279999,15433400
2022-08-17,34.930000,36.500000,32.529999,33.009998,33.009998,11354200
2022-08-18,33.270000,33.290001,30.702999,31.129999,31.129999,8599100
2022-08-19,30.000000,30.049999,28.200001,28.459999,28.459999,7461200
2022-08-22,27.261999,28.590000,26.270000,26.840000,26.840000,7525200
2022-08-23,26.975000,28.219999,26.320000,26.650000,26.650000,5573500
2022-08-24,27.010000,27.940001,26.520000,26.850000,26.850000,5007300
2022-08-25,27.350000,28.219999,26.719999,28.110001,28.110001,6940800
2022-08-26,27.990000,28.309999,25.100000,25.209999,25.209999,8996600
2022-08-29,24.840000,26.034000,24.760000,25.520000,25.520000,5273400
2022-08-30,25.930000,26.500000,24.250000,25.030001,25.030001,5094600
2022-08-31,25.740000,26.680000,25.379999,25.900000,25.900000,9094400
2022-09-01,25.219999,26.070000,24.250000,25.950001,25.950001,6069500
2022-09-02,26.639999,26.900000,24.260000,24.379999,24.379999,6343900
2022-09-06,24.280001,25.000000,23.400000,24.530001,24.530001,5081800
2022-09-07,24.280001,26.990000,24.240000,26.650000,26.650000,4806900
2022-09-08,26.155001,27.090000,25.510000,26.760000,26.760000,4738100
2022-09-09,27.500000,28.580000,27.370001,27.530001,27.530001,6564900
2022-09-12,27.660000,29.334999,27.141001,28.010000,28.010000,6511700
2022-09-13,25.920000,26.389999,24.959999,24.969999,24.969999,7928800
2022-09-14,25.400000,25.740000,24.160000,25.309999,25.309999,6540000
2022-09-15,24.570000,26.670000,24.540001,25.959999,25.959999,6251500
2022-09-16,25.520000,25.639999,23.950001,24.469999,24.469999,7760600
2022-09-19,23.840000,24.660000,22.722000,23.459999,23.459999,7339900
2022-09-20,23.000000,23.830000,22.629999,23.030001,23.030001,6531400
2022-09-21,22.900000,24.990000,22.570000,22.870001,22.870001,9904700
2022-09-22,22.969999,23.110001,21.160000,21.309999,21.309999,7719500
2022-09-23,21.110001,21.799999,20.410000,21.500000,21.500000,6329700
2022-09-26,21.590000,22.480000,20.790001,20.799999,20.799999,5327500
2022-09-27,21.680000,22.650000,21.000000,21.270000,21.270000,5275500
2022-09-28,21.500000,22.690001,21.139999,22.469999,22.469999,4682800
2022-09-29,21.809999,21.920000,20.219999,21.000000,21.000000,7550900
2022-09-30,20.969999,21.990000,20.700001,20.790001,20.790001,5443800
2022-10-03,20.969999,21.129999,20.200001,20.540001,20.540001,5931200
2022-10-04,21.200001,22.660000,21.200001,22.520000,22.520000,7863400
2022-10-05,21.760000,22.090000,20.950001,21.740000,21.740000,3951300
2022-10-06,21.809999,22.990000,21.540001,22.580000,22.580000,6168600
2022-10-07,21.808001,21.889999,20.620001,20.879999,20.879999,5480900
2022-10-10,21.160000,21.930000,20.440001,21.530001,21.530001,4337100
2022-10-11,21.610001,24.090000,20.549999,23.309999,23.309999,8340100
2022-10-12,23.320000,25.070000,22.809999,24.700001,24.700001,6597600
2022-10-13,22.931999,25.770000,22.160000,24.330000,24.330000,8525200
2022-10-14,25.155001,25.600000,22.546000,22.940001,22.940001,4867500
2022-10-17,23.910000,24.420000,22.950001,23.150000,23.150000,5726000
2022-10-18,24.500000,26.094999,24.200001,24.900000,24.900000,8761900
2022-10-19,24.420000,25.035000,22.250000,22.870001,22.870001,8152600
2022-10-20,22.920000,24.740000,22.730000,22.770000,22.770000,4973500
2022-10-21,22.520000,22.600000,21.010000,21.850000,21.850000,7576000
2022-10-24,21.712999,21.712999,20.120001,21.260000,21.260000,6146300
2022-10-25,20.680000,23.820000,20.660000,23.780001,23.780001,7480800
2022-10-26,23.309999,25.190001,23.030001,23.670000,23.670000,4519400
2022-10-27,23.879999,23.980000,22.639999,23.350000,23.350000,3637400
2022-10-28,23.250000,23.969999,22.760000,23.680000,23.680000,3125300
2022-10-31,23.350000,25.530001,23.139999,23.180000,23.180000,5314600
2022-11-01,24.670000,25.139999,22.030001,22.170000,22.170000,6024500
2022-11-02,22.120001,22.195000,20.350000,20.430000,20.430000,7371900
2022-11-03,20.250000,20.700001,19.520000,19.770000,19.770000,6407500
2022-11-04,20.490000,20.700001,18.809999,19.370001,19.370001,6316100
2022-11-07,19.520000,19.700001,17.930000,18.620001,18.620001,6298800
2022-11-08,18.181999,19.639999,17.580000,19.040001,19.040001,9781800
2022-11-09,15.200000,17.440001,14.020000,17.059999,17.059999,17873700
2022-11-10,18.520000,21.889999,18.160000,21.700001,21.700001,12070000
2022-11-11,21.010000,23.240000,20.870001,22.540001,22.540001,6042500
2022-11-14,22.010000,22.540001,20.340000,20.559999,20.559999,6262200
2022-11-15,21.389999,23.490000,21.020000,21.639999,21.639999,8714300
2022-11-16,20.900000,21.250000,19.340000,20.200001,20.200001,6426800
2022-11-17,19.490000,19.646999,18.830000,19.459999,19.459999,4322400
2022-11-18,20.000000,20.180000,18.680000,19.209999,19.209999,3859800
2022-11-21,18.629999,19.400000,18.080000,18.559999,18.559999,3991200
2022-11-22,18.709999,19.004999,17.799999,18.100000,18.100000,4279200
2022-11-23,18.209999,18.590000,17.969999,18.280001,18.280001,2937800
2022-11-25,18.000000,20.000000,17.820000,18.520000,18.520000,1376200
2022-11-28,18.110001,19.150000,17.770000,18.270000,18.270000,3302000
2022-11-29,18.440001,19.879999,18.309999,18.600000,18.600000,4026900
2022-11-30,18.799999,19.549999,17.730000,19.549999,19.549999,6487300
2022-12-01,20.000000,20.090000,18.700001,19.040001,19.040001,4596600
2022-12-02,18.700001,19.100000,18.350000,18.670000,18.670000,3484200
2022-12-05,18.740000,18.889999,17.309999,17.320000,17.320000,4167900
2022-12-06,17.402000,17.480000,16.420000,17.129999,17.129999,4713100
2022-12-07,17.000000,17.219999,16.450001,16.860001,16.860001,2177900
2022-12-08,17.084999,17.670000,16.412001,17.150000,17.150000,2983200
2022-12-09,17.000000,17.510000,16.620001,17.080000,17.080000,2515500
2022-12-12,17.250000,17.641001,16.809999,17.360001,17.360001,3554300
2022-12-13,18.910000,19.120001,16.660000,17.080000,17.080000,5865700
2022-12-14,16.950001,17.540001,16.679001,16.820000,16.820000,4417600
2022-12-15,16.340000,16.570000,15.700000,15.860000,15.860000,3952100
2022-12-16,15.570000,15.970000,14.970000,15.340000,15.340000,4674800
2022-12-19,15.380000,15.380000,14.320000,14.550000,14.550000,3705500
2022-12-20,14.375000,15.060000,14.190000,14.400000,14.400000,2798300
2022-12-21,14.400000,14.600000,13.910000,14.030000,14.030000,3620100
2022-12-22,13.640000,13.730000,12.880000,13.320000,13.320000,4094000
2022-12-23,13.270000,13.420000,12.890000,13.200000,13.200000,2362800
2022-12-27,12.990000,13.030000,12.230000,12.400000,12.400000,3750700
2022-12-28,12.250000,12.560000,12.010000,12.250000,12.250000,3332400
2022-12-29,12.470000,13.190000,12.245000,13.160000,13.160000,4808900
2022-12-30,12.720000,13.265000,12.630000,13.220000,13.220000,3280700
2023-01-03,13.580000,13.800000,12.530000,12.890000,12.890000,3752300
2023-01-04,13.120000,14.500000,13.020000,13.870000,13.870000,5289000
2023-01-05,13.540000,13.605000,12.950000,13.000000,13.000000,3837100
2023-01-06,12.970000,13.545000,12.860000,13.090000,13.090000,3697900
2023-01-09,13.480000,14.090000,13.370000,13.480000,13.480000,3406500
2023-01-10,13.350000,14.300000,13.220000,14.210000,14.210000,2618300
2023-01-11,14.360000,15.830000,14.190000,15.400000,15.400000,7671700
2023-01-12,15.550000,17.510000,14.970000,17.209999,17.209999,8588100
2023-01-13,16.430000,18.100000,16.150000,16.990000,16.990000,8868900
2023-01-17,17.020000,18.333000,16.629999,17.290001,17.290001,5803100
2023-01-18,17.780001,18.190001,16.393999,16.480000,16.480000,6094700
2023-01-19,15.930000,16.020000,15.150000,15.570000,15.570000,5773100
2023-01-20,15.630000,17.500000,15.630000,17.290001,17.290001,6926700
2023-01-23,17.639999,18.760000,17.049999,18.570000,18.570000,7488400
2023-01-24,18.190001,19.549999,17.840000,17.990000,17.990000,6882500
2023-01-25,17.469999,18.274000,16.549999,18.139999,18.139999,5080600
2023-01-26,18.750000,18.900000,17.260000,17.430000,17.430000,4452900
2023-01-27,17.549999,19.455000,17.450001,19.250000,19.250000,9566500
2023-01-30,18.820000,20.350000,18.299999,18.760000,18.760000,9936800
2023-01-31,20.400000,20.700001,17.610001,18.680000,18.680000,11031200
2023-02-01,18.360001,20.430000,18.340000,20.200001,20.200001,7432300
2023-02-02,21.500000,26.350000,21.500000,23.850000,23.850000,17585000
2023-02-03,21.639999,24.180000,21.549999,22.100000,22.100000,8204300
2023-02-06,21.360001,21.850000,20.400000,21.040001,21.040001,5186600
2023-02-07,21.040001,21.180000,19.430000,20.500000,20.500000,6083800
2023-02-08,20.475000,21.301001,18.940001,18.959999,18.959999,6310900
2023-02-09,18.030001,18.450001,16.500000,16.530001,16.530001,9719100
2023-02-10,16.400000,16.650000,15.750000,16.309999,16.309999,5916200
2023-02-13,16.209999,16.250000,15.480000,16.090000,16.090000,5915500
2023-02-14,15.750000,17.299999,15.280000,16.850000,16.850000,14872800
2023-02-15,18.510000,21.969999,18.200001,21.590000,21.590000,29305400
2023-02-16,20.270000,20.740000,18.815001,18.930000,18.930000,9925700
2023-02-17,18.549999,19.289000,17.700001,18.320000,18.320000,6788900
2023-02-21,17.740000,18.580000,17.459999,18.549999,18.549999,4071300
2023-02-22,18.469999,20.309999,18.010000,18.570000,18.570000,7294800
2023-02-23,19.020000,19.170000,17.580000,18.520000,18.520000,4389700
2023-02-24,17.950001,18.420000,17.620001,18.040001,18.040001,3767100
2023-02-27,18.230000,18.330000,17.480000,18.250000,18.250000,3744700
2023-02-28,18.059999,19.379999,18.059999,18.510000,18.510000,5325600
2023-03-01,18.670000,18.735001,17.620001,17.934999,17.934999,3828800
2023-03-02,17.469999,17.740000,16.510000,17.670000,17.670000,5783200
2023-03-03,18.000000,19.090000,17.730000,18.820000,18.820000,4792500
2023-03-06,19.190001,19.900000,18.570000,18.600000,18.600000,4486100
2023-03-07,18.150000,18.889999,17.340000,17.389999,17.389999,4416900
2023-03-08,17.500000,17.840000,17.049999,17.620001,17.620001,2953600
2023-03-09,17.340000,17.559999,16.200001,16.219999,16.219999,5317300
2023-03-10,15.950000,16.010000,15.010000,15.510000,15.510000,5664600
2023-03-13,15.180000,15.760000,14.316000,15.270000,15.270000,5206900
2023-03-14,16.080000,16.330000,14.330000,14.630000,14.630000,6253600
2023-03-15,14.160000,15.360000,14.020000,15.170000,15.170000,7599200
2023-03-16,14.860000,15.810000,14.520000,15.800000,15.800000,5882700
2023-03-17,15.740000,16.042999,14.930000,15.230000,15.230000,3569400
2023-03-20,15.160000,15.210000,13.921000,14.170000,14.170000,5252100
2023-03-21,14.600000,15.530000,14.321000,15.210000,15.210000,4845400
2023-03-22,15.320000,15.690000,14.100000,14.110000,14.110000,5516900
2023-03-23,14.360000,14.780000,13.095000,13.580000,13.580000,7572500
2023-03-24,13.400000,13.580000,12.850000,12.940000,12.940000,6995300
2023-03-27,13.320000,13.330000,12.840000,13.130000,13.130000,3751300
2023-03-28,13.050000,13.300000,12.720000,12.990000,12.990000,4049200
2023-03-29,13.290000,13.800000,13.210000,13.740000,13.740000,3950300
2023-03-30,13.930000,14.490000,13.625000,14.190000,14.190000,4055700
2023-03-31,14.380000,15.940000,14.200000,15.890000,15.890000,10360100
2023-04-03,15.700000,16.430000,15.560000,16.340000,16.340000,5469200
2023-04-04,16.250000,16.455999,15.570000,16.070000,16.070000,3504300
2023-04-05,15.660000,16.920000,15.600000,16.799999,16.799999,6232900
2023-04-06,16.620001,17.370001,16.120001,16.980000,16.980000,4623500
